customerId,products
341,53|2|48|50|1|27|29|36
342,10|18|52|8|43
343,41|42|50|47|17|46|44|12|37|32
344,13|6|33|43|52
345,43|7|21|16|50|2
346,16|34|9|3|19|49
347,5|0|10|52
348,17|44|11|31
349,11|39|10|30|45|9|40|43
350,25|41|51|37
351,36|35|16
352,42|21|1|0|51|46|12|8|30
353,8|44|20|35|48|49|29|19|22|39
354,18|44|23|21
355,38|26|21|37|46|2|0
356,11|0|48|40|34|17
357,8|28|4|2|40|5
358,23|3|21|12|11|4|0|48
359,18|7|38|14|35|17|52|27|46|44
360,34|32|44|3|13
361,0|24|15|1|29|17|36|20|6|48
362,20|27|5|50|12|14|2|32|30
363,24|38|48
364,49|39|51
365,15|20|6
366,49|27|26|1|4|21|28|50|34
367,3|26|22|21|7
368,52|50|48|0|14|29|12|37|17|22
369,47|36|46|48|12|32|35|8
370,34|10|4|16
371,42|12|26|44|53|2|41|23|8
372,35|28|52|33|5|4|18|49|14|51
373,34|11|17
374,19|4|20|38
375,19|28|3|23|27
376,32|34|28|36
377,23|19|33|21|31|52|27|38
378,17|34|19|1|22|35|24|23
379,22|24|29
380,24|17|36|6|5
381,21|9|26|22|14|34
382,24|17|39|3|34|38|50|19|25
383,46|50|13
384,35|2|34|50|8|5|10
385,48|12|47|22|6|11|23|50|40|49
386,42|43|15|16|41
387,22|42|13|48|46|28|34|21
388,39|50|4|13|36|28|33|35|10|40
389,50|19|22|51
390,1|5|43|9|48|27|26|23|41|3
391,48|52|45|22|42|35|5|18
392,31|35|49|5|6
393,28|47|4|12|37|45|10|6|7
394,5|30|39
395,47|5|41
396,4|42|36
397,0|43|32|35|24|20|8|53|48
398,17|40|7|46|0|8|30|45|24
399,34|38|49|50|16|39|40|44|26|51
400,20|48|28|52|33|30|22|8
401,27|43|37|34|44|42|40|38
402,16|49|23|13|52|15|37|1
403,49|41|26|50|25|33
404,5|50|30|12|3|14|40
405,3|30|12|42|18|19|24
406,31|30|28|34
407,17|8|6|23
408,32|44|31|38|16|53|30|36|28|14
409,15|25|53|35|47|52|39
410,24|44|0
411,3|12|18|20|45|41
412,47|38|15
413,9|3|34|28|44|39
414,53|16|18|23|21
415,33|29|39|10|52|50|15
416,51|47|16|3|0|5|11|8|34|41
417,3|25|52|50|23
418,21|53|44|8|9|7|2|6|5
419,13|21|30|53|4|33|25|32|15|22
420,47|43|25|21|30|10|12
421,51|22|39|37|16|42|38|44|34|23
422,7|3|23|27|48|43|42|49
423,11|49|15|47|27
424,48|15|4|32
425,48|18|10|22|43|35|1
426,3|45|47|12|18|14|8|30
427,15|51|49|22|20|32|28|19|40
428,17|5|7|45
429,40|31|25|19|22|32|18
430,10|33|13|47|1
431,25|48|31|3|1|40|2
432,49|18|7|44|11|48
433,24|3|9|0|21|33|27|47|18
434,47|49|26|45|11
435,43|53|38|28|31|50|39|12
436,3|15|17|27|30|1|2|6
437,23|2|52|47|12
438,24|20|4|37|27|9|0|25|32|23
439,29|49|50|23|9
440,22|17|11|36|0|49|14
441,12|22|32
442,22|12|3|35|4|40|48
443,6|7|9|45|28|17|23|34|39
444,29|6|26|28|4|51|22|41|46|17
445,11|6|25|41|50|49|44|0|48
446,4|33|44|40|6|5|9
447,2|9|46|15|10|35|49|33|18
448,29|17|39|6
449,14|7|34|30|40
450,17|1|13|51|45|24|9|10
451,35|26|31|27|30
452,40|10|48|41|22|21|47|17|28
453,4|45|47|23|31|32|49
454,15|52|23|21|31|13|9|37
455,0|1|27|7
456,34|22|17|4|19|24|20|48|38|43
457,52|43|14|24|40|28|25
458,28|15|33
459,19|45|13|27|4|22|39|0|18|47
460,47|39|21|17
461,27|43|13|12|31|17|9
462,43|27|0|44|7|9|15|3|36
463,11|33|2|44|10|22|23|38|29
464,31|22|12
465,13|12|31|36|5|30|0
466,1|48|21|15
467,35|42|21|49
468,8|20|37|17|45|25
469,2|37|41|31|45
470,16|42|9|5|18|10|17|22
471,37|33|10|25|23|48
472,6|19|33|38|14|29|36|7|17|3
473,26|28|18
474,30|31|19|45|42|34|14|53|2|21
475,28|31|19|6|29|53
476,20|33|26|19|25|12|49|7|8|44
477,16|52|25|21|32|38|48|9|44
478,3|23|46|32|43|11|9|35|4|30
479,36|46|1|23|53|43|28
480,43|36|29|8|41
481,42|19|15|45|51|35|41|25
482,28|0|48|26|38|13|2|18|8|11
483,45|27|14
484,29|3|31
485,49|8|7
486,45|38|27
487,50|5|23|14|39|26|21|9|49|1
488,44|13|26|4|25|34|53|20
489,32|42|3|9
490,9|3|35|12|37
491,26|13|32|48|4|1|6
492,38|47|21|6|15|27|17|19|16|26
493,45|49|35|47|50|7|32
494,7|32|0|35|25|33|44|5
495,15|46|17|19|30|12|41|0|21
496,24|2|28|36|50|22|46|31|26|17
497,29|33|1|6|5|34
498,16|11|33|38|31|39
499,35|5|25|2|14|32|26|1|19|7
500,49|52|42|50|45|34|6|44|37
501,34|11|21|50|51|39|13|43|0|46
502,32|13|51|38|0|53|40
503,40|18|42|22|50|35|15
504,6|11|29|53|21
505,20|13|46
506,1|17|36|31
507,32|29|50|7|34|21
508,26|53|33|40
509,36|37|10|19|46|0
510,38|30|4|20|29|6|10|8|49|23
511,31|36|48|15|21|45
512,5|27|2|21|1|33|17|11|13
513,15|34|43|44|16|4
514,53|16|1|5|36|8|37|26|38|6
515,23|29|48|34|3|30|51
516,19|10|22|34|49
517,14|10|43|30
518,1|22|2|23
519,46|21|17|4|28|43
520,43|51|27|50|46|25|31|16
521,36|33|28|30|5|11
522,52|10|41|16
523,26|40|47|9|8|42|13|38|53|46
524,34|14|50|41|16|51|30|36
525,5|15|37|47|0|29|28|10
526,15|2|35|34|33|32|46|8|30
527,46|15|50|38|30|28|2|1|42|39
528,16|36|33|32|7|26|42
529,31|45|20|39|28|36
530,1|7|32|5|8|21|52|37|36|11
531,51|13|28|38|31|4|24|47|33
532,7|37|50|20|31|10|23|52|1|38
533,46|53|28|36|21|43|1|38|26
534,8|9|14|52|41|34
535,34|12|25|48|28|15|49|23
536,49|8|23|20|29|31|50|2
537,5|34|44
538,44|37|6|7|46|43|30
539,35|16|48|26
540,18|9|36|4|43
541,50|52|19|51|18|23|42|1|8|22
542,48|0|22|2|53|44|5|16
543,48|12|42|41
544,53|8|27|28
545,22|27|37|39|1|51|6|26
546,32|15|46|4|27|3|42
547,52|45|53
548,30|17|47|51|40|53
549,49|29|0
550,15|42|30|29
551,36|47|34|3|24|4|18
552,31|41|45|37|4|2|9
553,53|36|23|4|31|10|27|52
554,13|14|37
555,42|50|0|29
556,7|43|33|8|28|5|36|26|30|52
557,3|17|36
558,34|43|13
559,29|19|46|38|7|12|4|5
560,2|4|8|10|5|51|3|15|27
561,0|36|1|25|18|37|16
562,6|22|40|52|2|36|46
563,6|25|0|28|42|50|16|44|37
564,13|33|5|31|19|42|45
565,47|19|14|29|25|21
566,21|53|33|7|48|31|1|3|23
567,48|14|43|29|41
568,51|50|15|5
569,0|9|53|8|16|1|48|49
570,23|33|16|37|2|45
571,10|32|23|46|30|42|35
572,23|49|2|7|12|25
573,29|37|7|9|41|48|39|43
574,16|15|5|53|1|41|29|13|38|20
575,29|44|38|39|9
576,36|7|21|28|34|32|49
577,34|1|30|39|51|24|40|6
578,14|51|33|18
579,20|1|21|44|17|0|31|15
580,20|34|43
581,9|7|22|6|23|16|43|42|30|10
582,51|31|7|6|26|2
583,26|9|39|34|8|42|35|1|48|7
584,39|14|6|44|38|42|7|29
585,9|4|48|45|12|51
586,34|21|45|36|2|48|53|43|32
587,49|4|24|0|50
588,7|48|24|5|49|10|0
589,39|1|6
590,10|5|27|30|29|45|22
591,22|24|0|42|53|30|44|2
592,44|27|46|12|49
593,19|52|18|16|38|14|9
594,8|17|0|35|40|47|43
595,44|34|11|24|23
596,7|12|53
597,30|27|9
598,33|6|30|21|52|45|32|9|23
599,49|51|48|44|26|47|21
600,10|46|25|7|0|27|17|41|1
601,15|21|32
602,35|45|28|8|22|3
603,23|20|19
604,7|51|14|2
605,22|13|32|12|8|52|34
606,33|19|16|6|51|41|22|47
607,13|18|1
608,35|29|31|51|26
609,35|29|10|8|12|36
610,8|42|2|24
611,36|18|32|23|48|4|1|47|44|8
612,28|19|11|14|34|35
613,53|0|15|23|31|2|44|41|33|29
614,15|37|51|2
615,23|28|25|45|7|49|29
616,5|32|42
617,31|1|3|20|42|43|39|12|7|17
618,48|23|2|44|15|16
619,4|21|2|11|18|20|1
620,52|26|39|25|9
621,41|9|6|4|3|46|14|35|33
622,15|17|0|5|34|52|1|38
623,20|45|26|51
624,36|51|24|22|1|9|41
625,6|20|7|1|40|8
626,48|37|49|26
627,5|19|41|21|47|1|22|8
628,42|27|43|47|49|8|34|35
629,26|0|32|17|39|5|43|21|13
630,12|24|6|9|7|25|44|30|51
631,51|33|32|6
632,44|37|19|16|33
633,10|33|2|34|0|52
634,1|42|49|37|39|51|41|47
635,6|21|7|20|38
636,9|16|1|7|38|40|28|3
637,53|50|0|12|22|31|37|29
638,33|23|51|19|8|41|11|14|0
639,18|44|3|33|23|5|29|30
640,46|9|43
641,52|42|27|8|32|46|23|44
642,0|2|27|17|18
643,20|45|27
644,3|45|30
645,36|25|33|6|35|40
646,41|8|20|24|53|18|33
647,16|44|18|40|6|32|23|52|41|7
648,23|29|18|33|10|12
649,36|25|47|26|42|21|32
650,24|34|33|16|45|7
651,20|16|52|46|10
652,5|48|43|25|35
653,48|33|29|46|24|44|26|9|14|43
654,7|4|5|26|40|1|29|17
655,41|9|37|38|15
656,45|16|44|2|6|33|10|41|11
657,9|23|8|30|34|49|0|20
658,53|19|16|22|31|45|37
659,45|11|8|19|12|15|10|43|3
660,29|36|53|34|25|20
661,51|40|18
662,20|37|52|36|47|16|7|33|22|31
663,43|49|40|18|17|20|46|7|29
664,13|31|47|24|51|37|0|44|6
665,36|13|15
666,51|53|47|5|7
667,2|25|44|1|11
668,23|36|4|43
669,4|29|26|1
670,32|43|26
671,6|23|17
672,34|36|8|24|23|16|46
673,23|6|49|11|4|15|45|32
674,26|6|47|39|32|28|21|4|16
675,25|32|7
676,6|0|53
677,23|22|35|41|34
678,42|50|23
679,28|6|3|35|31|15|9|43|25|50
680,3|0|27|26|45|5|11|35|2|31
681,5|22|13|50|10|28|42|26|12|41
682,35|34|38
683,17|9|35|43|16|1|6
684,20|19|21|40|23|45|4
685,31|14|34|35
686,34|40|20|32|13|30|47|16
687,5|12|6
688,0|23|49|37|11|4|21
689,10|46|49|23
690,34|1|28|7|26
691,37|7|4
692,43|2|48|20|21|11
693,24|19|11|43|23|20|18|49|8|40
694,26|9|24|12|30|44
695,23|24|39|53|17
696,6|21|17|4|53
697,26|50|30|39|0|3|12|47|49
698,11|48|47|27|42
699,15|26|31|30|1|14|22|2
700,10|47|26|42|49|30
701,12|39|33|42
702,13|22|5
703,46|9|12
704,42|45|24|21|10|30|23|25|27
705,40|32|3|51|45|10|14
706,35|2|29|0
707,15|18|39|33
708,37|30|2|40|44|52|21|0|39
709,47|26|35|33|32|28|46
710,33|31|4|10|6
711,50|39|32|2|37|26|7|46|19|17
712,14|35|43|45|51|33|50|4|17
713,50|13|25|5|44|51|19|40|53|15
714,47|18|4|51|8|53|36|26|24|14
715,27|12|3|5|38|8|1|29|44|31
716,0|52|45|40|31|4
717,33|52|50|20|18|31|22|46|32|43
718,29|37|25|27|35|18
719,23|11|30|53|32|14|44|18|46|1
720,14|13|43|19|18|5|26
721,27|21|33|51|24|9|31|1|26
722,0|25|31
723,40|4|9|24|8|51
724,13|11|29|37|25
725,2|52|7|19|50|3|49|46|6|34
726,10|25|18|30|50|19|26
727,36|0|13|27|15|46|43|34|25|14
728,52|11|10
729,42|22|39|29|49|8|38|17|12|25
730,6|40|28|46|29|16|11|7|26
731,10|21|49|42|36|6|24|28|18|27
732,11|14|20|40|46|50|32|45|43|3
733,52|24|22|38|14|19
734,44|19|5|4
735,28|42|4|18|13|34|1|29|21
736,50|5|25|46|8|49
737,28|39|21|5
738,4|48|13|25|40|19|0
739,30|6|18|45|5|48|21
740,15|22|16|40|49|30|17
741,26|46|51|27|21|53|31|48|25|1
742,3|2|41|43|40|51|25|17
743,50|38|29|4|51|47|48
744,22|45|23|3|15
745,0|52|49|38|1|48|51|26|33|7
746,3|42|48
747,4|43|48|34|3
748,23|14|48
749,12|0|15|18|6|40
750,5|50|43|45|6|39|44|1|41|32
751,13|38|22|30|1|0|20|24
752,20|23|12|9
753,13|22|31|16|43|29
754,1|37|46|0|3|6|45
755,18|6|32|47|20|7|48|19|35|3
756,23|20|22|30
757,20|23|39
758,28|6|29|23|34
759,37|6|10
760,2|24|5|9|46|3|36
761,21|42|32|10|50
762,46|20|4
763,40|50|47|39|3|31|25|33|34|46
764,46|13|29|47|3|21|23|39|12
765,47|31|11|37|38|39|26|46|49|15
766,17|47|43|34|44
767,3|28|49|8|21|15|5|47|24|10
768,43|42|51|36|39|49|14
769,44|12|36|0
770,27|24|38
771,34|44|50|29|30|52|39|12|14
772,30|18|20
773,21|33|47|31|14|41|39|15|19
774,26|18|19|48
775,21|13|34
776,7|47|29|50|42|44|22|24|30
777,12|26|14
778,48|53|12|44|29|38|39|2
779,42|44|51|24|48|45|12|20
780,44|14|33|7
781,29|24|8|33|21|16|50|25
782,2|0|28|52|3|15
783,20|33|49|44|13|18|19|7|22|30
784,48|15|6|31|27|3
785,5|22|7
786,44|41|21|17|13
787,48|29|12
788,42|47|10|18|40|12|15|53|8
789,24|6|1|16|8
790,39|16|11|20
791,25|48|9|31|15|36|21|6|29
792,21|5|2|8|52|4|3|10
793,52|37|20|41|1|5|27|6|9|25
794,36|40|9|27|47|43
795,6|49|12|50|5|33|11|45|28|43
796,21|16|17|38|6|41|51|18|34|7
797,16|2|8|43|41|9
798,18|14|15|53|47|36|45
799,7|3|11|1|47|51|22|29
800,35|39|24|15|42|1|27|46|9
801,28|43|7|29|11|25
802,17|16|33|46|47|8|12|9|45|40
803,42|3|51|49|16|12|34|25|7|0
804,10|9|34|4|24|33|42|0
805,41|8|15
806,0|38|34|25
807,7|13|41|25|5|8|39
808,52|53|22|49|21|38|10
809,40|11|29|19|17|26|48|52|50|49
810,44|53|26|22|42
811,2|32|49|46|5|23|30|17
812,51|36|24|8|21|27|26|37
813,2|49|7|24|34|1|32|29|51|15
814,24|40|2|19|16|31
815,44|13|28|0|42
816,6|1|44|17|25|11|12|39|8
817,23|22|8|6|45|40|44
818,2|12|18|40|36|15|41|48|19|31
819,48|12|39|34|28|25|11
820,22|47|31|42|35|34|3|28|40
821,46|39|13|28|37|20|40|15|38
822,38|44|45|11|36|5
823,35|46|39|17|22|34|24|30|29|45
824,5|50|48|4|12|6|44|30|36
825,7|14|38|31|0|49|24|42|26|5
826,18|23|40|29|44|14|26
827,12|43|21|39
828,4|46|9|44|22|36|39|49|6|35
829,21|4|34|8|36|26|52|29|53
830,43|31|40|15
831,12|39|41|36|28|25|19
832,21|49|30|16|48
833,39|9|5|28|26|20|18|46
834,0|53|38|6|33|14|46|30|28
835,32|12|50|34|13|5|48
836,21|1|33|7|16|23|28|2|35
837,5|16|4|25|9|40
838,21|45|6
839,43|18|35|20|52|25
840,12|37|47|5
841,9|42|12|20|24|0|1|14
842,38|45|30|16|44|6|11|24|3|31
843,41|2|47|53|32|33|37|9|40
844,15|12|4|14|16|48|11
845,12|39|5|28
846,19|38|18
847,11|24|4|14|16
848,2|15|23|51|25|4|8|26|43|5
849,15|24|25|1|0|26|21|28
850,3|48|38|42
851,24|2|9|28|17|26|10
852,38|35|14|0|45|8
853,28|19|7
854,25|28|14|48|35|31|41|0|20
855,12|18|46|19
856,1|31|45|41
857,49|44|22|53|5
858,9|33|2|27|50
859,10|51|53|25|32|41|52|42|39|5
860,23|6|16
861,39|42|27|24|25|47
862,27|33|41|39|20|17|46|0|44|26
863,11|10|3|15|31
864,14|31|23|38|11|33
865,39|0|32|33|45|19|49
866,29|14|17|33|1|8|7|30|9|19
867,49|33|50|19|7|43
868,43|21|9|42
869,31|2|38|41|48|33|52|44|7|50
870,30|37|4|9|14|34|31
871,28|27|25|33|8|53|35|44
872,14|51|16|39|6|9|10|19|34|32
873,27|42|26
874,10|29|21|42|27|50|3|39
875,34|12|7|16
876,13|38|31|35
877,17|16|34|52|45|50
878,37|46|5|50|21|15|4|25|36
879,24|9|11|35|30|1|23
880,30|0|1|53|47|8|21|20|45|43
881,32|3|35|46|16|20|27|38
882,23|12|7|35|9|38|3|41|13|11
883,5|15|25|10|26|51|21|39
884,27|43|40|15
885,35|43|38|33|4|47|8|23|29|16
886,1|31|36|33|13|5|30|2|28|42
887,23|28|32
888,7|5|42|49
889,7|8|12|27|39|26|0
890,47|53|22|25|13|2|16|35
891,28|25|27|29|42|51|16|5|46|4
892,45|53|28|5|27|3|35|39|48
893,31|40|26|21
894,24|38|32
895,27|18|6
896,25|19|50|48|34|29
897,36|44|2|10
898,52|35|16
899,46|7|50|1|3|0
900,27|39|14|4|40|18|34|32|15|24
901,37|26|5|32|18|31|47|38|3
902,22|3|19|5|1|35|33|20|44
903,39|2|14|33|29|21|23|10
904,23|32|31|8|9|0|14|21|11
905,29|27|47|19|40
906,34|22|3|42|53|33
907,42|31|32|35|38|17
908,45|49|2|25|41|27|17|13
909,19|45|18|39|27|12
910,3|34|51|21
911,27|29|11|0|37|41|42
912,15|3|47|13|10|35
913,38|3|5|13|30|9|27
914,5|16|29|39|30|45|40|27|4|32
915,13|42|52|0|25
916,24|46|9|37|13|40
917,29|27|52|42|35|26|14|40|19|39
918,10|36|2|16|40|45|4
919,53|26|45|23|31|33|16|15
920,47|36|3|18|33|15|21|52
921,43|18|21|46|4
922,47|12|38
923,26|33|3
